pokemon_id,move_id,pokemon_move_method_id,level
122,219,1,36
122,389,1,40
122,605,1,44
122,94,1,48
122,298,1,52
123,43,1,1
123,98,1,1
123,210,1,4
123,206,1,8
123,17,1,12
123,104,1,16
123,458,1,20
123,163,1,24
123,116,1,28
123,97,1,32
123,403,1,36
123,404,1,40
123,14,1,44
124,1,1,1
124,122,1,1
124,181,1,1
124,186,1,1
124,383,1,1
124,93,1,12
124,343,1,16
124,47,1,20
124,313,1,24
124,8,1,28
124,94,1,34
124,142,1,40
124,212,1,46
124,195,1,52
124,59,1,58
125,43,1,1
125,84,1,1
125,98,1,1
125,268,1,1
125,129,1,12
125,351,1,16
125,86,1,20
125,103,1,24
125,9,1,28
125,435,1,34
125,67,1,40
125,85,1,46
125,113,1,52
125,87,1,58
125,416,1,64
126,43,1,1
126,52,1,1
126,108,1,1
126,123,1,1
126,499,1,12
126,172,1,16
126,109,1,20
126,184,1,24
126,7,1,28
126,436,1,34
126,67,1,40
126,53,1,46
126,241,1,52
126,126,1,58
126,63,1,64
127,11,1,1
127,106,1,1
127,116,1,4
127,20,1,8
127,69,1,12
127,450,1,16
127,480,1,20
127,458,1,24
127,233,1,28
127,404,1,32
127,70,1,36
127,14,1,40
127,66,1,44
127,12,1,48
127,276,1,52
128,33,1,1
128,39,1,1
128,526,1,5
128,371,1,10
128,372,1,15
128,30,1,20
128,184,1,25
128,428,1,30
128,873,1,35
128,156,1,40
128,207,1,45
128,37,1,50
128,38,1,55
128,416,1,60
129,150,1,1
129,33,1,15
129,175,1,25
130,33,1,1
130,43,1,1
130,150,1,1
130,175,1,1
130,239,1,1
130,250,1,4
130,423,1,8
130,362,1,12
130,184,1,16
130,127,1,21
130,242,1,24
130,240,1,28
130,401,1,32
130,349,1,36
130,56,1,40
130,542,1,44
130,37,1,48
130,63,1,52
131,45,1,1
131,55,1,1
131,47,1,5
131,54,1,10
131,791,1,15
131,420,1,20
131,109,1,25
131,352,1,30
131,362,1,35
131,34,1,40
131,58,1,45
131,240,1,50
131,56,1,55
131,195,1,60
131,329,1,65
132,144,1,1
133,33,1,1
133,39,1,1
133,45,1,1
133,270,1,1
133,343,1,1
133,28,1,5
133,98,1,10
133,608,1,15
133,129,1,20
133,44,1,25
133,383,1,30
133,226,1,35
133,36,1,40
133,204,1,45
133,38,1,50
133,387,1,55
134,33,1,1
134,36,1,1
134,38,1,1
134,39,1,1
134,44,1,1
134,45,1,1
134,129,1,1
134,204,1,1
134,226,1,1
134,270,1,1
134,343,1,1
134,383,1,1
134,28,1,5
134,98,1,10
134,608,1,15
134,114,1,20
134,352,1,25
134,62,1,30
134,392,1,35
134,330,1,40
134,151,1,45
134,56,1,50
134,387,1,55
135,33,1,1
135,36,1,1
135,38,1,1
135,39,1,1
135,44,1,1
135,45,1,1
135,129,1,1
135,204,1,1
135,226,1,1
135,270,1,1
135,343,1,1
135,383,1,1
135,28,1,5
135,98,1,10
135,608,1,15
135,86,1,20
135,24,1,25
135,422,1,30
135,42,1,35
135,435,1,40
135,97,1,45
135,87,1,50
135,387,1,55
136,33,1,1
136,36,1,1
136,38,1,1
136,39,1,1
136,45,1,1
136,129,1,1
136,204,1,1
136,226,1,1
136,270,1,1
136,343,1,1
136,383,1,1
136,28,1,5
136,98,1,10
136,608,1,15
136,123,1,20
136,44,1,25
136,424,1,30
136,83,1,35
136,436,1,40
136,184,1,45
136,394,1,50
136,387,1,55
137,33,1,1
137,160,1,1
137,278,1,5
137,393,1,10
137,84,1,15
137,60,1,20
137,176,1,25
137,97,1,30
137,105,1,35
137,435,1,40
137,161,1,45
137,277,1,50
137,199,1,55
137,192,1,60
138,20,1,1
138,110,1,1
138,205,1,5
138,28,1,10
138,55,1,15
138,43,1,20
138,341,1,25
138,246,1,30
138,362,1,35
138,182,1,41
138,350,1,45
138,57,1,50
138,504,1,55
138,56,1,60
139,20,1,1
139,28,1,1
139,110,1,1
139,205,1,1
139,242,1,1
139,55,1,15
139,43,1,20
139,341,1,25
139,246,1,30
139,362,1,35
139,182,1,43
139,350,1,49
139,57,1,56
139,504,1,63
139,56,1,70
140,71,1,1
140,106,1,1
140,10,1,5
140,28,1,10
140,453,1,15
140,43,1,20
140,341,1,25
140,246,1,30
140,362,1,35
140,182,1,41
140,141,1,45
140,710,1,50
140,319,1,55
140,444,1,60
141,10,1,1
141,28,1,1
141,71,1,1
141,106,1,1
141,163,1,1
141,364,1,1
141,400,1,1
141,453,1,15
141,43,1,20
141,341,1,25
141,246,1,30
141,362,1,35
141,182,1,43
141,141,1,49
141,710,1,56
141,319,1,63
141,444,1,70
142,44,1,1
142,246,1,1
142,48,1,5
142,17,1,10
142,184,1,15
142,157,1,20
142,46,1,25
142,242,1,30
142,442,1,35
142,36,1,40
142,444,1,45
142,97,1,50
142,63,1,55
142,416,1,60
143,33,1,1
143,103,1,1
143,111,1,1
143,118,1,1
143,122,1,1
143,175,1,1
143,254,1,1
143,256,1,1
143,278,1,1
143,335,1,1
143,343,1,1
143,374,1,1
143,387,1,1
143,281,1,12
143,44,1,16
143,156,1,20
143,173,1,20
143,214,1,20
143,242,1,24
143,34,1,28
143,484,1,32
143,133,1,36
143,667,1,40
143,359,1,44
143,187,1,48
143,562,1,52
143,416,1,56
144,16,1,1
144,54,1,1
144,181,1,5
144,115,1,10
144,420,1,15
144,97,1,20
144,246,1,25
144,366,1,30
144,573,1,35
144,355,1,40
144,58,1,45
144,883,1,50
144,542,1,55
144,114,1,60
144,59,1,65
144,329,1,70
145,64,1,1
145,86,1,1
145,84,1,5
145,113,1,10
145,365,1,15
145,97,1,20
145,246,1,25
145,268,1,30
145,65,1,35
145,355,1,40
145,435,1,45
145,240,1,50
145,87,1,55
145,197,1,60
145,602,1,65
145,192,1,70
146,16,1,1
146,43,1,1
146,52,1,5
146,219,1,10
146,17,1,15
146,97,1,20
146,246,1,25
146,510,1,30
146,403,1,35
146,355,1,40
146,257,1,45
146,241,1,50
146,542,1,55
146,203,1,60
146,315,1,65
146,143,1,70
147,35,1,1
147,43,1,1
147,239,1,5
147,86,1,10
147,525,1,15
147,97,1,20
147,21,1,25
147,401,1,31
147,407,1,35
147,219,1,40
147,240,1,45
147,349,1,50
147,200,1,55
147,63,1,60
148,35,1,1
148,43,1,1
148,86,1,1
148,239,1,1
148,525,1,15
148,97,1,20
148,21,1,25
148,401,1,33
148,407,1,39
148,219,1,46
148,240,1,53
148,349,1,60
148,200,1,67
148,63,1,74
149,7,1,1
149,9,1,1
149,17,1,1
149,35,1,1
149,43,1,1
149,86,1,1
149,239,1,1
149,245,1,1
149,355,1,1
149,525,1,15
149,97,1,20
149,21,1,25
149,401,1,33
149,407,1,39
149,200,1,41
149,219,1,46
149,240,1,53
149,349,1,62
149,63,1,80
150,50,1,1
150,93,1,1
150,129,1,1
150,791,1,1
150,246,1,8
150,427,1,16
150,219,1,24
150,133,1,32
150,396,1,40
150,94,1,48
150,384,1,56
150,385,1,56
150,54,1,64
150,540,1,72
150,105,1,80
150,248,1,88
151,513,1,1
151,876,1,1
151,133,1,10
151,226,1,20
151,246,1,30
151,791,1,40
151,417,1,50
151,118,1,60
151,286,1,70
151,144,1,80
151,396,1,90
151,94,1,100
152,33,1,1
152,45,1,1
152,75,1,6
152,77,1,9
152,235,1,12
152,115,1,17
152,345,1,20
152,363,1,23
152,230,1,28
152,113,1,31
152,34,1,34
152,219,1,39
152,312,1,42
152,76,1,45
153,33,1,1
153,45,1,1
153,75,1,1
153,77,1,1
153,75,1,6
153,77,1,9
153,235,1,12
153,115,1,18
153,345,1,22
153,363,1,26
153,230,1,32
153,113,1,36
153,34,1,40
153,219,1,46
153,312,1,50
153,76,1,54
154,33,1,1
154,45,1,1
154,75,1,1
154,77,1,1
154,80,1,1
154,572,1,1
154,75,1,6
154,77,1,9
154,235,1,12
154,115,1,18
154,345,1,22
154,363,1,26
154,230,1,34
154,113,1,40
154,34,1,46
154,219,1,54
154,312,1,60
154,76,1,66
154,572,1,70
155,33,1,1
155,43,1,1
155,108,1,6
155,52,1,10
155,98,1,13
155,172,1,19
155,111,1,22
155,488,1,28
155,129,1,31
155,436,1,37
155,53,1,40
155,517,1,46
155,205,1,49
155,38,1,55
155,315,1,58
155,284,1,64
156,33,1,1
156,43,1,1
156,108,1,1
156,52,1,10
156,98,1,13
156,172,1,20
156,111,1,24
156,129,1,31
156,488,1,35
156,436,1,42
156,53,1,46
156,517,1,53
156,205,1,57
156,38,1,64
156,315,1,68
156,284,1,75
157,33,1,1
157,38,1,1
157,43,1,1
157,52,1,1
157,108,1,1
157,284,1,1
157,360,1,1
157,98,1,13
157,172,1,20
157,111,1,24
157,129,1,31
157,488,1,35
157,436,1,43
157,53,1,48
157,517,1,56
157,205,1,61
157,315,1,74
158,10,1,1
158,43,1,1
158,55,1,6
158,99,1,8
158,44,1,13
158,184,1,15
158,423,1,20
158,175,1,22
158,242,1,27
158,498,1,29
158,163,1,34
158,103,1,36
158,37,1,41
158,401,1,43
158,276,1,48
158,56,1,50
159,10,1,1
159,43,1,1
159,55,1,1
159,55,1,6
159,99,1,8
159,44,1,13
159,184,1,15
159,423,1,21
159,175,1,24
159,242,1,30
159,498,1,33
159,163,1,39
159,103,1,42
159,37,1,48
159,401,1,51
159,276,1,57
159,56,1,60
160,10,1,1
160,43,1,1
160,55,1,1
160,97,1,1
160,99,1,1
160,55,1,6
160,99,1,8
160,44,1,13
160,184,1,15
160,423,1,21
160,175,1,24
160,242,1,32
160,498,1,37
160,163,1,45
160,103,1,50
160,37,1,58
160,401,1,63
160,276,1,71
160,56,1,76
161,10,1,1
161,193,1,1
161,111,1,4
161,98,1,7
161,154,1,13
161,270,1,16
161,266,1,19
161,21,1,25
161,156,1,28
161,389,1,31
161,133,1,36
161,226,1,39
161,382,1,42
161,304,1,47
162,10,1,1
162,97,1,1
162,98,1,1
162,111,1,1
162,193,1,1
162,489,1,1
162,111,1,4
162,98,1,7
162,154,1,13
162,270,1,17
162,266,1,21
162,21,1,28
162,156,1,32
162,389,1,36
162,133,1,42
162,226,1,46
162,382,1,50
162,304,1,56
163,45,1,1
163,64,1,1
163,33,1,3
163,497,1,6
163,93,1,9
163,115,1,12
163,375,1,15
163,403,1,18
163,326,1,21
163,36,1,24
163,253,1,27
163,355,1,30
163,585,1,33
163,95,1,36
163,138,1,39
164,33,1,1
164,45,1,1
164,64,1,1
164,143,1,1
164,497,1,1
164,93,1,9
164,115,1,12
164,375,1,15
164,403,1,18
164,326,1,23
164,36,1,28
164,253,1,33
164,355,1,38
164,585,1,43
164,95,1,48
164,138,1,53
165,33,1,1
165,48,1,5
165,129,1,8
165,113,1,12
165,115,1,12
165,219,1,12
165,183,1,15
165,318,1,19
165,4,1,22
165,226,1,26
165,97,1,29
165,405,1,33
165,403,1,36
165,38,1,40
166,33,1,1
166,48,1,1
166,129,1,1
166,48,1,5
166,129,1,8
166,113,1,12
166,115,1,12
166,219,1,12
166,183,1,15
166,318,1,20
166,4,1,24
166,226,1,29
166,97,1,33
166,405,1,38
166,403,1,42
166,38,1,47
167,40,1,1
167,81,1,1
167,132,1,1
167,71,1,5
167,611,1,8
167,184,1,12
167,101,1,15
167,425,1,19
167,154,1,22
167,389,1,26
167,169,1,29
167,97,1,33
167,42,1,36
167,94,1,40
167,398,1,43
167,440,1,47
167,564,1,50
167,672,1,54
168,14,1,1
168,40,1,1
168,71,1,1
168,81,1,1
168,116,1,1
168,132,1,1
168,450,1,1
168,565,1,1
168,599,1,1
168,71,1,5
168,611,1,8
168,184,1,12
168,101,1,15
168,425,1,19
168,154,1,23
168,389,1,28
168,169,1,32
168,97,1,37
168,42,1,41
168,94,1,46
168,398,1,50
168,440,1,55
168,564,1,58
168,672,1,63
169,48,1,1
169,71,1,1
169,92,1,1
169,103,1,1
169,212,1,1
169,310,1,1
169,366,1,1
169,440,1,1
169,305,1,15
169,501,1,20
169,314,1,27
169,44,1,34
169,114,1,41
169,474,1,48
169,109,1,55
169,403,1,62
169,141,1,69
170,48,1,1
170,55,1,1
170,486,1,4
170,86,1,8
170,61,1,12
170,109,1,16
170,209,1,20
170,268,1,24
170,435,1,28
170,392,1,32
170,175,1,36
170,36,1,40
170,56,1,44
171,48,1,1
171,55,1,1
171,86,1,1
171,254,1,1
171,255,1,1
171,256,1,1
171,486,1,1
171,598,1,1
171,61,1,12
171,109,1,16
171,209,1,20
171,268,1,24
171,435,1,30
171,392,1,36
171,175,1,42
171,36,1,48
171,56,1,54
172,39,1,1
172,84,1,1
172,589,1,4
172,186,1,8
172,609,1,12
172,417,1,16
172,204,1,20
173,1,1,1
173,150,1,1
173,383,1,1
173,47,1,4
173,186,1,8
173,574,1,12
173,227,1,16
173,204,1,20
174,47,1,1
174,383,1,1
174,876,1,1
174,111,1,4
174,186,1,8
174,574,1,12
174,50,1,16
174,204,1,20
175,1,1,1
175,45,1,1
175,186,1,4
175,791,1,8
175,204,1,12
175,246,1,16
175,281,1,20
175,118,1,24
175,495,1,28
175,38,1,32
175,219,1,36
175,266,1,40
175,226,1,44
175,387,1,48
175,273,1,52
176,1,1,1
176,45,1,1
176,186,1,1
176,584,1,1
176,791,1,1
176,204,1,12
176,246,1,16
176,281,1,20
176,118,1,24
176,495,1,28
176,38,1,32
176,219,1,36
176,266,1,40
176,226,1,44
176,387,1,48
176,273,1,52
177,43,1,1
177,64,1,1
177,500,1,5
177,100,1,10
177,109,1,15
177,101,1,20
177,375,1,26
177,384,1,30
177,94,1,35
177,385,1,35
177,273,1,40
177,248,1,45
178,43,1,1
178,64,1,1
178,100,1,1
178,366,1,1
178,403,1,1
178,500,1,1
178,109,1,15
178,101,1,20
178,375,1,28
178,384,1,34
178,385,1,34
178,94,1,41
178,273,1,48
178,248,1,55
179,33,1,1
179,45,1,1
179,86,1,4
179,84,1,8
179,178,1,11
179,268,1,15
179,36,1,18
179,486,1,22
179,109,1,25
179,408,1,29
179,435,1,32
179,538,1,36
179,605,1,39
179,113,1,43
179,87,1,46
180,33,1,1
180,45,1,1
180,84,1,6
180,86,1,9
180,178,1,11
180,268,1,16
180,36,1,20
180,486,1,25
180,109,1,29
180,408,1,34
180,435,1,38
180,538,1,43
180,605,1,47
180,113,1,52
180,87,1,56
181,7,1,1
181,33,1,1
181,45,1,1
181,84,1,1
181,86,1,1
181,192,1,1
181,406,1,1
181,602,1,1
181,178,1,11
181,268,1,16
181,36,1,20
181,486,1,25
181,109,1,29
181,408,1,35
181,435,1,40
181,538,1,46
181,605,1,51
181,113,1,57
181,87,1,62
182,51,1,1
182,71,1,1
182,72,1,1
182,74,1,1
182,77,1,1
182,78,1,1
182,79,1,1
182,80,1,1
182,92,1,1
182,202,1,1
182,230,1,1
182,236,1,1
182,483,1,1
182,572,1,1
182,580,1,1
182,585,1,1
183,33,1,1
183,39,1,1
183,55,1,1
183,111,1,1
183,205,1,1
183,270,1,1
183,61,1,6
183,204,1,9
183,21,1,12
183,340,1,15
183,401,1,19
183,583,1,21
183,392,1,24
183,240,1,27
183,56,1,30
183,38,1,33
183,276,1,36
184,33,1,1
184,39,1,1
184,55,1,1
184,111,1,1
184,205,1,1
184,270,1,1
184,61,1,6
184,204,1,9
184,21,1,12
184,340,1,15
184,401,1,21
184,583,1,25
184,392,1,30
184,240,1,35
184,56,1,40
184,38,1,45
184,276,1,50
185,88,1,1
185,175,1,1
185,313,1,1
185,359,1,1
185,383,1,1
185,444,1,1
185,452,1,1
185,335,1,12
185,102,1,16
185,317,1,20
185,715,1,24
185,389,1,28
185,157,1,32
185,67,1,36
185,68,1,40
185,38,1,44
185,457,1,48
186,1,1,1
186,34,1,1
186,38,1,1
186,55,1,1
186,56,1,1
186,61,1,1
186,95,1,1
186,187,1,1
186,195,1,1
186,207,1,1
186,240,1,1
186,304,1,1
186,340,1,1
186,341,1,1
186,414,1,1
187,33,1,1
187,150,1,1
187,39,1,4
187,71,1,6
187,584,1,8
187,77,1,10
187,78,1,10
187,79,1,10
187,331,1,12
187,235,1,15
187,73,1,19
187,72,1,22
187,512,1,24
187,178,1,27
187,369,1,29
187,202,1,32
187,340,1,35
187,262,1,38
188,39,1,1
188,71,1,1
188,150,1,1
188,235,1,1
188,33,1,8
188,584,1,10
188,77,1,12
188,78,1,12
188,79,1,12
188,331,1,15
188,73,1,20
188,72,1,24
188,512,1,28
188,178,1,31
188,369,1,34
188,202,1,37
188,340,1,41
188,262,1,44
189,39,1,1
189,71,1,1
189,150,1,1
189,235,1,1
189,33,1,8
189,584,1,10
189,77,1,12
189,78,1,12
189,79,1,12
189,331,1,15
189,73,1,20
189,72,1,24
189,512,1,30
189,178,1,35
189,369,1,39
189,202,1,43
189,340,1,49
189,262,1,55
190,10,1,1
190,39,1,1
190,28,1,4
190,310,1,8
190,226,1,11
190,321,1,15
190,154,1,18
190,129,1,22
190,103,1,25
190,97,1,29
190,458,1,32
190,374,1,36
190,417,1,39
190,387,1,43
191,33,1,1
191,74,1,1
191,71,1,7
191,72,1,10
191,75,1,16
191,388,1,19
191,202,1,22
191,283,1,25
191,235,1,28
191,76,1,31
191,38,1,34
191,241,1,36
191,402,1,39
192,33,1,1
192,74,1,1
192,876,1,1
192,275,1,4
192,71,1,7
192,72,1,10
192,73,1,13
192,75,1,16
192,388,1,19
192,202,1,22
192,331,1,25
192,80,1,28
192,76,1,31
192,38,1,34
192,241,1,39
192,437,1,43
192,572,1,50
193,33,1,1
193,193,1,1
193,98,1,6
193,104,1,11
193,49,1,14
193,197,1,17
193,48,1,22
193,253,1,27
193,228,1,30
193,246,1,33
193,95,1,38
193,17,1,43
193,103,1,46
193,369,1,49
193,403,1,54
193,405,1,57
194,39,1,1
194,55,1,1
194,240,1,4
194,341,1,8
194,54,1,12
194,114,1,12
194,21,1,16
194,281,1,21
194,401,1,24
194,330,1,28
194,133,1,32
194,92,1,36
194,89,1,40
195,39,1,1
195,55,1,1
195,240,1,1
195,341,1,1
195,54,1,12
195,114,1,12
195,21,1,16
195,281,1,23
195,401,1,28
195,330,1,34
195,133,1,40
195,92,1,46
195,89,1,52
196,33,1,1
196,36,1,1
196,38,1,1
196,39,1,1
196,44,1,1
196,45,1,1
196,204,1,1
196,226,1,1
196,270,1,1
196,343,1,1
196,383,1,1
196,28,1,5
196,98,1,10
196,608,1,15
196,129,1,20
196,60,1,25
196,234,1,30
196,384,1,35
196,94,1,40
196,244,1,45
196,248,1,50
196,387,1,55
197,33,1,1
197,36,1,1
197,38,1,1
197,39,1,1
197,44,1,1
197,45,1,1
197,129,1,1
197,204,1,1
197,226,1,1
197,270,1,1
197,343,1,1
197,383,1,1
197,28,1,5
197,98,1,10
197,608,1,15
197,109,1,20
197,372,1,25
197,236,1,30
197,385,1,35
197,399,1,40
197,103,1,45
197,212,1,50
197,387,1,55
198,64,1,1
198,310,1,1
198,16,1,5
198,114,1,11
198,17,1,15
198,101,1,21
198,372,1,25
198,269,1,31
198,212,1,35
198,492,1,40
198,389,1,50
198,259,1,55
198,511,1,60
199,33,1,1
199,45,1,1
199,55,1,1
199,174,1,1
199,207,1,1
199,408,1,1
199,417,1,1
199,281,1,9
199,93,1,12
199,50,1,15
199,352,1,18
199,29,1,21
199,133,1,27
199,57,1,30
199,303,1,33
199,94,1,36
199,244,1,39
199,240,1,42
199,505,1,45
200,45,1,1
200,93,1,1
200,310,1,10
200,109,1,14
200,212,1,19
200,506,1,23
200,60,1,28
200,220,1,32
200,371,1,37
200,247,1,41
200,195,1,46
200,408,1,50
201,237,1,1
202,68,1,1
202,133,1,1
202,150,1,1
202,194,1,1
202,204,1,1
202,219,1,1
202,227,1,1
202,243,1,1
203,33,1,1
203,45,1,1
203,310,1,1
203,384,1,1
203,385,1,1
203,93,1,5
203,372,1,10
203,23,1,14
203,60,1,19
203,97,1,23
203,458,1,28
203,888,1,32
203,242,1,37
203,226,1,41
203,417,1,46
203,94,1,50
204,33,1,1
204,182,1,1
204,120,1,6
204,450,1,9
204,36,1,12
204,229,1,17
204,205,1,20
204,174,1,23
204,191,1,28
204,371,1,31
204,153,1,34
204,334,1,39
204,360,1,42
204,38,1,45
205,33,1,1
205,120,1,1
205,182,1,1
205,192,1,1
205,390,1,1
205,393,1,1
205,450,1,1
205,36,1,12
205,229,1,17
205,205,1,20
205,174,1,23
205,191,1,28
205,371,1,32
205,153,1,36
205,334,1,42
205,360,1,46
205,38,1,50
206,111,1,1
206,175,1,1
206,189,1,4
206,205,1,8
206,137,1,12
206,103,1,16
206,246,1,20
206,529,1,24
206,281,1,28
206,887,1,32
206,355,1,36
206,407,1,40
206,489,1,44
206,38,1,48
206,283,1,52
207,40,1,1
207,28,1,4
207,106,1,7
207,282,1,10
207,98,1,13
207,210,1,16
207,185,1,19
207,512,1,22
207,163,1,27
207,369,1,30
207,103,1,35
207,404,1,40
207,327,1,45
207,14,1,50
207,12,1,55
208,20,1,1
208,33,1,1
208,88,1,1
208,106,1,1
208,242,1,1
208,397,1,1
208,422,1,1
208,423,1,1
208,424,1,1
208,479,1,4
208,475,1,8
208,225,1,12
208,174,1,16
208,157,1,20
208,103,1,24
208,328,1,28
208,446,1,32
208,21,1,36
208,201,1,40
208,91,1,44
208,231,1,48
208,444,1,52
208,38,1,56
208,393,1,60
209,33,1,1
209,39,1,1
209,184,1,1
209,204,1,1
209,422,1,1
209,423,1,1
209,424,1,1
209,44,1,7
209,122,1,13
209,29,1,19
209,46,1,25
209,99,1,31
209,583,1,37
209,371,1,43
209,242,1,49
210,33,1,1
210,39,1,1
210,184,1,1
210,200,1,1
210,204,1,1
210,422,1,1
210,423,1,1
210,424,1,1
210,44,1,7
210,122,1,13
210,29,1,19
210,46,1,27
210,99,1,35
210,583,1,43
210,371,1,51
210,242,1,59
210,200,1,67
211,33,1,1
211,40,1,1
211,106,1,4
211,55,1,8
211,565,1,12
211,107,1,16
211,191,1,20
211,362,1,24
211,398,1,28
211,42,1,32
211,390,1,36
211,254,1,40
211,255,1,40
211,92,1,44
211,401,1,48
211,367,1,52
211,194,1,56
212,17,1,1
212,43,1,1
212,97,1,1
212,98,1,1
212,206,1,1
212,210,1,1
212,403,1,1
212,232,1,12
212,104,1,16
212,458,1,20
212,163,1,24
212,116,1,28
212,334,1,32
212,442,1,36
212,404,1,40
212,14,1,44
213,35,1,1
213,110,1,1
213,205,1,5
213,522,1,10
213,88,1,15
213,219,1,20
213,156,1,25
213,450,1,30
213,470,1,35
213,471,1,35
213,157,1,40
213,380,1,45
213,564,1,50
213,379,1,55
213,444,1,60
213,504,1,65
214,33,1,1
214,43,1,1
214,292,1,1
214,31,1,5
214,203,1,10
214,332,1,15
214,30,1,20
214,68,1,25
214,280,1,30
214,42,1,35
214,675,1,40
214,37,1,45
214,14,1,50
214,224,1,55
214,370,1,60
215,10,1,1
215,43,1,1
215,269,1,6
215,98,1,12
215,232,1,18
215,196,1,24
215,154,1,30
215,468,1,36
215,251,1,42
215,97,1,48
215,103,1,54
215,163,1,60
216,10,1,1
216,122,1,1
216,343,1,1
216,374,1,1
216,608,1,1
216,154,1,8
216,371,1,13
216,230,1,17
216,163,1,22
216,589,1,25
216,583,1,29
216,204,1,33
216,156,1,37
216,173,1,37
216,37,1,41
217,10,1,1
217,43,1,1
217,122,1,1
217,313,1,1
217,343,1,1
217,154,1,8
217,371,1,13
217,230,1,17
217,163,1,22
217,589,1,25
217,583,1,29
217,184,1,35
217,156,1,41
217,173,1,41
217,667,1,48
217,37,1,56
217,359,1,64
218,123,1,1
218,281,1,1
218,52,1,6
218,88,1,8
218,106,1,13
218,510,1,15
218,499,1,20
218,246,1,22
218,481,1,27
218,157,1,29
218,436,1,34
218,133,1,36
218,34,1,41
218,105,1,43
218,53,1,48
218,414,1,50
219,52,1,1
219,88,1,1
219,123,1,1
219,281,1,1
219,414,1,1
219,504,1,1
219,52,1,6
219,88,1,8
219,106,1,13
219,510,1,15
219,499,1,20
219,246,1,22
219,481,1,27
219,157,1,29
219,436,1,34
219,133,1,36
219,34,1,43
219,105,1,47
219,53,1,54
219,414,1,58
220,33,1,1
220,189,1,1
220,181,1,5
220,175,1,10
220,420,1,15
220,54,1,20
220,203,1,25
220,196,1,30
220,133,1,35
220,36,1,40
220,89,1,45
220,59,1,50
221,33,1,1
221,175,1,1
221,181,1,1
221,189,1,1
221,246,1,1
221,423,1,1
221,420,1,15
221,54,1,20
221,203,1,25
221,196,1,30
221,133,1,37
221,36,1,44
221,89,1,51
221,59,1,58
221,37,1,65
222,33,1,1
222,106,1,1
222,55,1,5
222,392,1,10
222,203,1,15
222,246,1,20
222,61,1,25
222,175,1,30
222,791,1,35
222,408,1,40
222,414,1,45
222,105,1,50
222,243,1,55
223,55,1,1
223,270,1,1
223,352,1,4
223,116,1,8
223,60,1,12
223,62,1,16
223,61,1,20
223,199,1,24
223,331,1,28
223,58,1,32
223,56,1,36
223,487,1,40
223,63,1,44
224,35,1,1
224,55,1,1
224,116,1,1
224,190,1,1
224,270,1,1
224,350,1,1
224,352,1,1
224,441,1,1
224,60,1,12
224,62,1,16
224,61,1,20
224,199,1,24
224,331,1,30
224,58,1,36
224,56,1,42
224,487,1,48
224,63,1,54
225,217,1,1
225,65,1,25
226,17,1,1
226,33,1,1
226,48,1,1
226,55,1,1
226,60,1,1
226,331,1,1
226,355,1,1
226,352,1,12
226,469,1,16
226,97,1,20
226,61,1,24
226,29,1,28
226,403,1,32
226,392,1,36
226,340,1,40
226,36,1,44
226,56,1,48
227,43,1,1
227,64,1,1
227,28,1,4
227,31,1,8
227,232,1,12
227,97,1,16
227,17,1,20
227,163,1,24
227,211,1,28
227,475,1,32
227,65,1,36
227,319,1,40
227,191,1,44
227,334,1,48
227,413,1,52
228,43,1,1
228,52,1,1
228,336,1,4
228,123,1,8
228,46,1,13
228,44,1,16
228,510,1,20
228,251,1,25
228,424,1,28
228,259,1,32
228,894,1,37
228,492,1,40
228,53,1,44
228,242,1,49
228,417,1,52
228,517,1,56
229,43,1,1
229,52,1,1
229,123,1,1
229,336,1,1
229,417,1,1
229,422,1,1
229,46,1,13
229,44,1,16
229,510,1,20
229,251,1,26
229,424,1,30
229,259,1,35
229,894,1,41
229,492,1,45
229,53,1,50
229,242,1,56
229,517,1,62
230,43,1,1
230,55,1,1
230,108,1,1
230,239,1,1
230,250,1,1
230,281,1,1
230,116,1,15
230,225,1,20
230,61,1,25
230,97,1,30
230,673,1,37
230,406,1,44
230,56,1,51
230,349,1,58
230,240,1,65
231,33,1,1
231,45,1,1
231,111,1,1
231,175,1,6
231,205,1,10
231,523,1,15
231,203,1,19
231,21,1,24
231,36,1,28
231,204,1,33
231,387,1,37
231,38,1,42
232,30,1,1
232,45,1,1
232,111,1,1
232,422,1,1
232,424,1,1
232,523,1,1
232,229,1,6
232,205,1,10
232,372,1,15
232,282,1,19
232,21,1,24
232,707,1,30
232,184,1,37
232,89,1,43
232,416,1,50
233,33,1,1
233,111,1,1
233,160,1,1
233,278,1,1
233,393,1,1
233,84,1,15
233,60,1,20
233,176,1,25
233,97,1,30
233,105,1,35
233,435,1,40
233,161,1,45
233,277,1,50
233,199,1,55
233,192,1,60
233,63,1,65
234,33,1,1
234,43,1,3
234,310,1,7
234,95,1,10
234,23,1,13
234,28,1,16
234,36,1,21
234,109,1,23
234,347,1,27
234,272,1,32
234,428,1,37
234,286,1,49
234,38,1,55
235,166,1,1
235,166,1,11
235,166,1,21
235,166,1,31
235,166,1,41
235,166,1,51
235,166,1,61
235,166,1,71
235,166,1,81
235,166,1,91
236,33,1,1
236,116,1,1
236,252,1,1
236,270,1,1
237,33,1,1
237,116,1,1
237,167,1,1
237,229,1,1
237,252,1,1
237,270,1,1
237,364,1,1
237,98,1,4
237,360,1,8
237,197,1,12
237,279,1,16
237,469,1,21
237,501,1,21
237,389,1,24
237,97,1,28
237,91,1,32
